0	0	1
1	1	0
2	2	3
3	3	2
4	4	5
5	5	4
6	6	7
7	7	6
12	12	13
13	13	12
14	14	15
15	15	14
14	2	16
16	3	14
19	10	20
20	11	19
21	8	22
22	9	21
23	10	24
24	11	23
25	10	26
26	11	25
27	16	28
28	17	27
27	6	29
29	7	27
30	18	31
31	19	30
30	18	32
32	19	30
30	18	33
33	19	30
30	18	34
34	19	30
39	14	40
40	15	39
39	2	3
3	3	39
39	6	41
41	7	39
42	10	43
43	11	42
44	22	45
45	23	44
46	24	47
47	25	46
46	24	48
48	25	46
46	26	50
50	27	46
46	26	48
48	27	46
53	10	54
54	11	53
57	28	58
58	29	57
57	28	59
59	29	57
57	30	60
60	31	57
57	0	58
58	1	57
63	8	64
64	9	63
65	34	66
66	35	65
67	8	64
64	9	67
67	8	69
69	9	67
70	10	71
71	11	70
74	12	13
13	13	74
75	10	76
76	11	75
79	8	80
80	9	79
79	8	69
69	9	79
79	8	81
81	9	79
82	22	83
83	23	82
88	8	89
89	9	88
88	6	90
90	7	88
91	2	93
93	3	91
94	36	96
96	37	94
94	36	97
97	37	94
94	36	98
98	37	94
99	10	100
100	11	99
106	10	107
107	11	106
110	42	111
111	43	110
113	10	114
114	11	113
119	10	120
120	11	119
127	46	28
28	47	127
127	16	128
128	17	127
129	14	3
3	15	129
129	2	130
130	3	129
131	26	132
132	27	131
131	38	133
133	39	131
136	8	64
64	9	136
137	10	138
138	11	137
139	8	89
89	9	139
140	44	141
141	45	140
146	2	3
3	3	146
147	18	148
148	19	147
147	18	149
149	19	147
147	18	150
150	19	147
147	18	31
31	19	147
147	18	33
33	19	147
147	18	151
151	19	147
147	18	152
152	19	147
147	18	32
32	19	147
147	18	153
153	19	147
154	8	80
80	9	154
157	10	158
158	11	157
159	8	160
160	9	159
159	8	81
81	9	159
159	8	64
64	9	159
159	2	3
3	3	159
159	6	162
162	7	159
168	26	169
169	27	168
172	22	173
173	23	172
172	6	173
173	7	172
174	8	89
89	9	174
174	8	69
69	9	174
177	56	178
178	57	177
181	10	182
182	11	181
183	14	184
184	15	183
186	58	187
187	59	186
186	48	143
143	49	186
186	50	143
143	51	186
186	64	190
190	65	186
193	10	194
194	11	193
195	32	196
196	33	195
195	2	197
197	3	195
198	44	199
199	45	198
201	2	203
203	3	201
201	2	204
204	3	201
206	36	96
96	37	206
206	36	98
98	37	206
207	8	89
89	9	207
208	48	143
143	49	208
208	50	176
176	51	208
209	10	210
210	11	209
211	14	212
212	15	211
213	8	69
69	9	213
213	2	3
3	3	213
213	6	162
162	7	213
214	66	215
215	67	214
214	68	216
216	69	214
217	10	218
218	11	217
219	10	220
220	11	219
223	12	13
13	13	223
225	2	3
3	3	225
226	26	227
227	27	226
226	14	227
227	15	226
232	48	143
143	49	232
232	50	143
143	51	232
233	8	69
69	9	233
233	14	234
234	15	233
233	2	3
3	3	233
236	66	237
237	67	236
240	10	241
241	11	240
244	10	245
245	11	244
248	8	249
249	9	248
248	14	3
3	15	248
248	2	234
234	3	248
248	6	250
250	7	248
248	6	162
162	7	248
251	70	252
252	71	251
251	70	253
253	71	251
251	70	254
254	71	251
251	70	255
255	71	251
251	70	256
256	71	251
251	70	257
257	71	251
251	70	258
258	71	251
259	2	3
3	3	259
260	72	261
261	73	260
262	28	263
263	29	262
262	28	264
264	29	262
262	0	264
264	1	262
265	74	267
267	75	265
265	74	268
268	75	265
269	16	28
28	17	269
270	28	271
271	29	270
270	30	272
272	31	270
274	10	275
275	11	274
276	22	277
277	23	276
278	76	279
279	77	278
278	76	280
280	77	278
278	78	280
280	79	278
278	80	280
280	81	278
285	8	69
69	9	285
285	2	3
3	3	285
285	6	162
162	7	285
286	14	234
234	15	286
286	2	3
3	3	286
287	14	288
288	15	287
289	8	81
81	9	289
292	82	293
293	83	292
292	82	294
294	83	292
295	10	71
71	11	295
296	10	297
297	11	296
298	12	299
299	13	298
300	8	302
302	9	300
300	8	303
303	9	300
300	8	89
89	9	300
300	8	22
22	9	300
300	8	64
64	9	300
300	8	69
69	9	300
300	8	81
81	9	300
300	8	80
80	9	300
300	8	304
304	9	300
305	10	306
306	11	305
311	66	312
312	67	311
318	10	319
319	11	318
320	6	250
250	7	320
321	2	3
3	3	321
323	86	324
324	87	323
325	88	326
326	89	325
327	14	3
3	15	327
327	2	16
16	3	327
328	90	28
28	91	328
330	2	3
3	3	330
331	22	332
332	23	331
331	14	332
332	15	331
333	28	334
334	29	333
333	30	335
335	31	333
336	4	337
337	5	336
336	44	338
338	45	336
336	44	339
339	45	336
336	44	340
340	45	336
336	44	341
341	45	336
336	32	196
196	33	336
342	44	343
343	45	342
344	10	345
345	11	344
346	8	302
302	9	346
346	8	303
303	9	346
346	8	347
347	9	346
346	8	22
22	9	346
346	8	160
160	9	346
346	8	348
